taxonomic lineage,TR2-64-1 (30331),WC-10-1 (22682),TR1-62-2 (47709),TR2-44-2 (44496),WC-30-2 (48512),TR1-52-2 (51427),TR1-42-2 (37339),TR2-24-2 (37425),WC-50-2 (50936),WC-40-2 (41928),WC-35-2 (44988),TR1-32-2 (68201),WC-20-2 (36081),TR2-34-2 (61197),Mel1-3 (48173),Mel1M-2 (46167),Mel2S-3 (41184),Mel3S-1 (59205),Ritt1-3 (33353),Ritt3-3 (32867),Ritt3M-3 (42448)
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;NA;NA,0,0,0,74,0,0,9,35,0,0,0,0,0,101,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Verrucomicrobiota;class.Verrucomicrobiae;order.Chthoniobacterales;family.Chthoniobacteraceae;genus.Candidatus_Udaeobacter;NA,0,0,0,38,0,64,74,0,0,0,0,41,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.JG30-KF-AS9;NA;NA,0,0,0,0,186,0,0,0,0,10,4,0,15,0,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrososphaera;NA,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;class.Sulfobacillia;order.Sulfobacillales;family.Sulfobacillaceae;NA;NA,0,0,8,50,0,0,12,11,0,0,0,29,0,103,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Deinococcales;family.Deinococcaceae;genus.Deinococcus;NA,0,0,0,89,0,0,0,80,0,0,0,0,0,30,0,0,0,0,12,0,2
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;NA;NA,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.JG30-KF-AS9;NA;NA,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,15,102,94,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Frankiales;NA;NA;NA,0,0,0,0,0,0,0,89,0,0,0,0,0,121,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,82,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;NA;NA,0,0,0,0,0,0,3,0,6,87,59,0,54,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Gaiellales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Thermus;NA,0,0,94,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.B10-SB3A;NA;NA;NA,0,0,0,37,0,0,0,71,0,0,0,2,0,95,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,125,0,0,0,0,0,11,0,40,0,0,0,0,28,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Solibacterales;family.Solibacteraceae;genus.Candidatus_Solibacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,78,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Cytophagales;family.Hymenobacteraceae;genus.Hymenobacter;NA,0,0,0,0,25,0,0,0,4,116,55,0,3,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,20,0,0,0,110,0,23,0,5,0,15,0,0,5,0,14,10
super kingdom.Bacteria;phylum.Chloroflexi;class.TK10;NA;NA;NA;NA,0,0,0,0,4,17,5,0,15,62,9,0,6,0,12,23,0,0,7,5,36
super kingdom.Bacteria;phylum.Cyanobacteria;class.Cyanobacteriia;order.Cyanobacteriales;family.Nostocaceae;genus.Fischerella_PCC-9339;NA,0,0,158,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Isosphaerales;family.Isosphaeraceae;NA;NA,0,0,0,0,0,0,0,74,0,0,0,0,0,122,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Micrococcales;family.Intrasporangiaceae;genus.Knoellia;NA,0,0,0,22,0,0,169,4,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,134,38,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;NA;NA,0,0,35,58,0,3,63,19,0,0,0,0,0,15,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Caulobacterales;family.Caulobacteraceae;NA;NA,0,0,0,0,52,0,0,0,35,0,0,0,0,0,0,0,45,61,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,0,0,0,0,56,9,10,0,0,0,15,36,19,17,0,0,30
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrososphaera;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,54,88,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,111,0,0,0,23,0,57,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Dadabacteria;class.Dadabacteriia;order.Dadabacteriales;NA;NA;NA,0,0,0,2,0,26,11,0,0,57,11,9,30,5,0,5,0,0,0,22,12
super kingdom.Bacteria;phylum.Myxococcota;class.Myxococcia;order.Myxococcales;family.Myxococcaceae;NA;NA,0,0,0,0,141,0,0,0,0,0,4,0,45,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Burkholderiales;family.Comamonadaceae;genus.Piscinibacter;NA,0,0,0,0,74,0,0,0,0,26,52,0,37,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Elsterales;family.URHD0088;NA;NA,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,59,9,16,0,0,0,11,47,20,23,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,51,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Solirubrobacterales;family.Solirubrobacteraceae;genus.Conexibacter;NA,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Solirubrobacterales;family.Solirubrobacteraceae;genus.Conexibacter;NA,0,0,0,0,93,0,0,0,25,0,0,0,0,0,0,0,0,62,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae;order.SBR1031;family.A4b;NA;NA,0,0,0,0,35,0,0,0,0,0,13,0,24,0,0,0,0,90,0,0,18
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Frankiales;family.Nakamurellaceae;genus.Nakamurella;species.panacisegetis,0,0,0,0,0,0,0,87,0,0,0,0,0,93,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.FFCH5909;NA;NA;NA;NA,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Holophagae;order.Subgroup_7;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,4
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.SCGC_AB-179-E04;NA;NA;NA,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Verrucomicrobiota;class.Verrucomicrobiae;order.Chthoniobacterales;family.Chthoniobacteraceae;genus.Candidatus_Udaeobacter;NA,0,0,7,10,0,32,101,0,0,0,0,13,0,11,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;NA;NA,0,0,0,7,0,0,0,12,0,0,0,13,0,142,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Corynebacteriales;family.Mycobacteriaceae;genus.Mycobacterium;NA,0,0,33,18,0,0,57,0,0,0,0,45,0,19,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,61,0,0,0,0,24,16,0,13,0,0,0,10,48,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.WD260;NA;NA;NA,0,0,0,0,0,0,37,0,60,12,0,0,0,0,0,33,30,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;NA;NA;NA;NA,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,142
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Subgroup_2;NA;NA;NA,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,21,0,78,34,0,0,0,0,7,0,29,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,0,0,0,63,0,0,0,9,26,44,0,0,0,0,14,0,13,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Elsterales;NA;NA;NA,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,70,76,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;genus.Acidiphilium;NA,0,0,0,75,0,0,72,0,0,0,0,0,0,21,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Solirubrobacterales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,20,0,148,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,138,0,0,0,0,0,28,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;genus.Acidiphilium;NA,0,0,0,0,0,0,0,100,0,0,0,0,0,65,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3;NA;NA;NA;NA,68,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Corynebacteriales;family.Nocardiaceae;NA;NA,0,0,0,25,0,0,0,77,0,0,0,0,0,61,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Cyanobacteria;class.Cyanobacteriia;order.Cyanobacteriales;family.Nostocaceae;genus.Stigonema_SAG_48.90;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
super kingdom.Bacteria;phylum.Armatimonadota;class.Armatimonadia;order.Armatimonadales;NA;NA;NA,0,0,0,117,0,0,0,31,0,0,0,0,0,14,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,0,0,0,0,0,0,0,12,0,0,150,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,7,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.JG30-KF-AS9;NA;NA,0,0,0,0,0,0,15,99,0,0,0,0,0,47,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,80,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Blastocatellia;order.Blastocatellales;family.Blastocatellaceae;NA;NA,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,74,0,8,20,58,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;NA;NA;NA;NA,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,27,18,0,0,0,25,82
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.SCGC_AB-179-E04;NA;NA;NA,0,0,0,0,0,0,0,0,44,14,0,0,0,0,0,0,0,0,0,0,97
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,108,44,0,3,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Micrococcales;family.Microbacteriaceae;genus.Amnibacterium;NA,0,0,0,0,0,0,48,34,0,0,0,0,0,72,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrososphaera;NA,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Dependentiae;class.Babeliae;order.Babeliales;family.UBA12409;NA;NA,0,0,0,59,0,0,9,47,0,0,0,4,14,20,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;family.Acidobacteriaceae_(Subgroup_1);genus.Granulicella;NA,0,0,0,0,30,0,0,0,10,0,100,0,0,0,0,0,0,0,0,0,12
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66;NA;NA;NA;NA,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,87,0,0,4
super kingdom.Bacteria;phylum.Firmicutes;class.Sulfobacillia;order.Sulfobacillales;family.Sulfobacillaceae;NA;NA,0,0,40,18,0,7,0,0,5,0,0,14,0,0,19,0,0,0,7,21,19
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Burkholderiales;family.Comamonadaceae;genus.Rhizobacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,12,98
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;NA;NA,0,0,0,0,19,0,0,0,9,31,23,0,7,0,0,0,33,27,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;genus.Puia;NA,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,10,2,112,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;NA;NA;NA,0,0,0,0,120,0,0,0,0,0,15,0,8,0,0,0,4,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,11,15,0,54,17,0,0,0,5,0,0,36,0,0,0,0,0,3,5
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;NA;NA,0,0,0,0,0,0,0,123,0,0,0,0,0,23,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,0,0,0,99,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;NA;NA;NA;NA,0,0,0,0,14,0,0,0,5,0,0,0,70,0,0,0,0,0,0,46,10
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,86,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Armatimonadia;order.Armatimonadales;NA;NA;NA,0,0,0,0,0,0,0,125,0,0,0,0,0,18,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Caldiarchaeales;family.Terrestrial_Hot_Spring_Gp(THSCG);NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Cyanobacteria;class.Vampirivibrionia;order.Obscuribacterales;family.Obscuribacteraceae;NA;NA,0,0,0,0,5,0,0,0,59,0,8,0,17,0,0,13,25,14,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,0,0,0,0,0,0,88,0,0,0,0,0,53,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,30,47,25,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;NA;NA,0,0,0,27,0,0,9,9,0,0,0,0,0,94,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Abditibacteriota;class.Abditibacteria;order.Abditibacteriales;family.Abditibacteriaceae;genus.Abditibacterium;NA,0,0,54,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Meiothermus;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,21
super kingdom.Bacteria;phylum.Chloroflexi;NA;NA;NA;NA;NA,0,0,15,0,0,49,17,0,2,0,0,34,0,19,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;genus.Acidicaldus;NA,0,0,0,0,113,0,0,0,0,0,0,0,11,0,0,4,0,8,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;NA;NA;NA;NA;NA,0,0,0,0,49,0,0,0,4,18,10,0,13,0,0,6,13,22,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Solibacterales;family.Solibacteraceae;genus.Candidatus_Solibacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,104
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Meiothermus;NA,0,0,75,0,0,39,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;genus.Acidiphilium;NA,0,0,0,0,18,0,0,0,0,50,63,0,0,0,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrososphaera;NA,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Hyphomicrobiaceae;genus.Pedomicrobium;NA,0,0,0,0,26,0,0,0,0,0,0,0,13,0,0,0,32,57,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Elsterales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,13,102
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,0,0,0,16,0,0,15,5,26,60,0,0,5,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Corynebacteriales;family.Mycobacteriaceae;genus.Mycobacterium;NA,0,0,0,0,69,0,0,39,0,0,16,0,2,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,0,0,0,31,0,0,0,30,0,15,0,0,0,0,26,4,19,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;genus.FCPS473;NA,106,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Solibacterales;family.Solibacteraceae;genus.Candidatus_Solibacter;NA,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Vicinamibacteria;order.Vicinamibacterales;NA;NA;NA,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Polyangiales;family.Polyangiaceae;genus.Pajaroellobacter;NA,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3;NA;NA;NA;NA,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,63,0,0,0,0,0,10,0,0,0,0,0,0,48,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3;NA;NA;NA;NA,0,0,0,0,0,0,0,0,6,0,0,0,0,0,115,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Polyangiales;family.Polyangiaceae;genus.Pajaroellobacter;NA,0,0,50,0,0,13,36,0,0,0,0,8,0,0,0,0,0,0,12,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,2,4,0,0,61,52,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;class.Sulfobacillia;order.Sulfobacillales;family.Sulfobacillaceae;NA;NA,0,0,0,0,0,0,0,25,0,0,0,0,0,94,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Bryobacterales;family.Bryobacteraceae;genus.Bryobacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0
super kingdom.Bacteria;phylum.Nitrospirota;class.Nitrospiria;order.Nitrospirales;family.Nitrospiraceae;genus.Nitrospira;NA,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,91,0,0,0,0,0,27,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Deinococcales;family.Deinococcaceae;genus.Deinococcus;species.radiomollis,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,31,23,25,0,13
super kingdom.Bacteria;phylum.Armatimonadota;class.Fimbriimonadia;order.Fimbriimonadales;family.Fimbriimonadaceae;NA;NA,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,24,0,0,60,21,0,0,0,0,0,0,12,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,45,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Caulobacterales;family.Caulobacteraceae;genus.Phenylobacterium;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,106
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae;NA;NA;NA;NA,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
